Genes	N.Sequences	N.Proteotypic.Sequences	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_AST_RAWdata\Normoxia_AST_1cell_S2-A5_1_8407.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_AST_RAWdata\Normoxia_AST_1cell_S2-A6_1_8401.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_AST_RAWdata\Normoxia_AST_1cell_S2-B5_1_8388.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_AST_RAWdata\Normoxia_AST_1cell_S2-B6_1_8355.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_AST_RAWdata\Normoxia_AST_1cell_S2-C5_1_8389.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_AST_RAWdata\Normoxia_AST_1cell_S2-C6_1_8356.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_AST_RAWdata\Normoxia_AST_1cell_S2-D5_1_8386.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_AST_RAWdata\Normoxia_AST_1cell_S2-D6_1_8374.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_AST_RAWdata\Normoxia_AST_1cell_S2-E4_1_8366.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_AST_RAWdata\Normoxia_AST_1cell_S2-E5_1_8349.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_AST_RAWdata\Normoxia_AST_1cell_S2-E6_1_8375.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_AST_RAWdata\Normoxia_AST_1cell_S2-F4_1_8382.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_AST_RAWdata\Normoxia_AST_1cell_S2-F5_1_8411.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_AST_RAWdata\Normoxia_AST_1cell_S2-F6_1_8376.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_AST_RAWdata\Normoxia_AST_1cell_S2-G4_1_8383.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_AST_RAWdata\Normoxia_AST_1cell_S2-G5_1_8412.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_AST_RAWdata\Normoxia_AST_1cell_S2-G6_1_8370.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_AST_RAWdata\Normoxia_AST_1cell_S2-H4_1_8406.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_AST_RAWdata\Normoxia_AST_1cell_S2-H5_1_8400.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_AST_RAWdata\Normoxia_AST_1cell_S2-H6_1_8384.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_GSC_RAWdata\Normoxia_GSC_1cell_S2-A2_1_8365.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_GSC_RAWdata\Normoxia_GSC_1cell_S2-A3_1_8387.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_GSC_RAWdata\Normoxia_GSC_1cell_S2-B2_1_8369.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_GSC_RAWdata\Normoxia_GSC_1cell_S2-B3_1_8350.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_GSC_RAWdata\Normoxia_GSC_1cell_S2-C2_1_8416.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_GSC_RAWdata\Normoxia_GSC_1cell_S2-C3_1_8351.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_GSC_RAWdata\Normoxia_GSC_1cell_S2-D2_1_8417.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_GSC_RAWdata\Normoxia_GSC_1cell_S2-D3_1_8390.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_GSC_RAWdata\Normoxia_GSC_1cell_S2-E1_1_8414.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_GSC_RAWdata\Normoxia_GSC_1cell_S2-E2_1_8435.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_GSC_RAWdata\Normoxia_GSC_1cell_S2-E3_1_8380.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_GSC_RAWdata\Normoxia_GSC_1cell_S2-F1_1_8395.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_GSC_RAWdata\Normoxia_GSC_1cell_S2-F2_1_8436.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_GSC_RAWdata\Normoxia_GSC_1cell_S2-F3_1_8385.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_GSC_RAWdata\Normoxia_GSC_1cell_S2-G1_1_8399.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_GSC_RAWdata\Normoxia_GSC_1cell_S2-G2_1_8378.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_GSC_RAWdata\Normoxia_GSC_1cell_S2-G3_1_8392.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_GSC_RAWdata\Normoxia_GSC_1cell_S2-H1_1_8364.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_GSC_RAWdata\Normoxia_GSC_1cell_S2-H2_1_8379.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_GSC_RAWdata\Normoxia_GSC_1cell_S2-H3_1_8393.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_MAC_RAWdata\Normoxia_MAC_1cell_S2-A8_1_8391.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_MAC_RAWdata\Normoxia_MAC_1cell_S2-A9_1_8420.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_MAC_RAWdata\Normoxia_MAC_1cell_S2-B8_1_8367.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_MAC_RAWdata\Normoxia_MAC_1cell_S2-B9_1_8427.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_MAC_RAWdata\Normoxia_MAC_1cell_S2-C8_1_8368.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_MAC_RAWdata\Normoxia_MAC_1cell_S2-C9_1_8428.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_MAC_RAWdata\Normoxia_MAC_1cell_S2-D8_1_8357.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_MAC_RAWdata\Normoxia_MAC_1cell_S2-D9_1_8429.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_MAC_RAWdata\Normoxia_MAC_1cell_S2-E7_1_8404.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_MAC_RAWdata\Normoxia_MAC_1cell_S2-E8_1_8358.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_MAC_RAWdata\Normoxia_MAC_1cell_S2-E9_1_8430.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_MAC_RAWdata\Normoxia_MAC_1cell_S2-F7_1_8405.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_MAC_RAWdata\Normoxia_MAC_1cell_S2-F8_1_8359.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_MAC_RAWdata\Normoxia_MAC_1cell_S2-F9_1_8402.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_MAC_RAWdata\Normoxia_MAC_1cell_S2-G7_1_8394.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_MAC_RAWdata\Normoxia_MAC_1cell_S2-G8_1_8360.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_MAC_RAWdata\Normoxia_MAC_1cell_S2-G9_1_8403.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_MAC_RAWdata\Normoxia_MAC_1cell_S2-H7_1_8377.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_MAC_RAWdata\Normoxia_MAC_1cell_S2-H8_1_8361.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_MAC_RAWdata\Normoxia_MAC_1cell_S2-H9_1_8381.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_MIC_RAWdata\Normoxia_MIC_1cell_S2-A11_1_8431.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_MIC_RAWdata\Normoxia_MIC_1cell_S2-A12_1_8425.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_MIC_RAWdata\Normoxia_MIC_1cell_S2-B11_1_8432.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_MIC_RAWdata\Normoxia_MIC_1cell_S2-B12_1_8426.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_MIC_RAWdata\Normoxia_MIC_1cell_S2-C11_1_8433.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_MIC_RAWdata\Normoxia_MIC_1cell_S2-C12_1_8408.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_MIC_RAWdata\Normoxia_MIC_1cell_S2-D11_1_8362.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_MIC_RAWdata\Normoxia_MIC_1cell_S2-D12_1_8409.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_MIC_RAWdata\Normoxia_MIC_1cell_S2-E10_1_8415.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_MIC_RAWdata\Normoxia_MIC_1cell_S2-E11_1_8363.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_MIC_RAWdata\Normoxia_MIC_1cell_S2-E12_1_8410.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_MIC_RAWdata\Normoxia_MIC_1cell_S2-F10_1_8352.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_MIC_RAWdata\Normoxia_MIC_1cell_S2-F11_1_8418.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_MIC_RAWdata\Normoxia_MIC_1cell_S2-F12_1_8434.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_MIC_RAWdata\Normoxia_MIC_1cell_S2-G10_1_8353.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_MIC_RAWdata\Normoxia_MIC_1cell_S2-G11_1_8419.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_MIC_RAWdata\Normoxia_MIC_1cell_S2-G12_1_8413.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_MIC_RAWdata\Normoxia_MIC_1cell_S2-H10_1_8354.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_MIC_RAWdata\Normoxia_MIC_1cell_S2-H11_1_8424.d	E:\Yixin\SoftHybrid_Benchmarking_Data\RAW_data\2_SCP_MIC_RAWdata\Normoxia_MIC_1cell_S2-H12_1_8437.d
A1BG	1	1	617.244			1041.8		1037.89		645.371	189.514		936.147		575.673	509.543	643.312					628.155				684.611		988.757		392.588			1481.88		756.027				440.502					2104.4		1307.95	682.502	7353.77		808.777		747.346		1020.65	852.164		657.151		1044.37	808.002		843.022	785.039		1066.16	1127.34	706.085	913.985	834.118	1108.96			668.593		1050.93	468.838		1087.05	1176.71		1286.87	720.572
A2M	28	28	1674.89	392.794	3341.09	2549.94	1596.22	2553.83	1514.76	1224.17	346.047		1796.75	708.861	924.891	1192.57	1054.52	657.86	1053.38		601.916	1008.39	835.879	1155.44	1241.98	1324.66	1049.7	1697.66		1020.97		1108.86			1466.97	1410.3		1064.65	986.157		3179.92	591.008	2402.82	1788.38	1890.4	2581.44	1760.06	19876.1	1848.22	1884.21	2251.04	2397.09	1599.34	1985.66	1837.1	2128.9	1582.66	928.588	2030.42	1461.08	2434.44	1935.09	2234.62	1500.82	3066.49	2209.26	2512.41	3370.97	2617.01	2163.48	1776.64	1866.54	2672.35	1625.82	2656.24	2501.94	2269.21	2945.68	3187.75	2410.48	3518.71	2383.85
A2ML1	20	20	5225.79	1755.07	7440.75	3231.69	7000.3	6590.48	1687.2	9203.07	2280.06	17518.5	5144.42	7826.14	8454.98	5386.16	8831.85	3060.87	4323.47	6729.67	3822.05	6403.19	5724.31	8117.34	6387.13	4447.69	5061.94	9810.34	5754.59	1915.63	13291.4	6447.9	6551.62	8673.15	6193.3	6893.95	5531.75	5346.45	6255.68	7706.59	9174.66	4856.19	10711.5	8410.73	6366.38	10012.8	9385.92	3111.87	11569.5	6437.4	8717.7	9773.53	11733.2	6622.27	10581	14671.6	4491.23	2321.09	10456.7	6008.07	5604.26	5850.16	3667.34	7052.71	5473.22	5317.94	3285.4	3290.66	5199.96	2948.1	9825.78	11326.2	14612.8	6990.19	6653.61	6296.46	10201.9	5527.1	6182.72	9885.79	7383.09	7629.96
AAK1	1	1	288.02	544.356	171.957		62.6262				544.321	136.427				134.006	137.689	194.506	141.051		218.872	202.835																110.535							138.012												107.597	71.0896							77.7271										79.8507	197.43						
AARS1	13	13	2496.68	2382.56	1295.21	1457.72	1381.46	1318.77	2342.03	1210.91	3261.07	1666.84	1422.04	1084.12		1652.36	1469.18	2655.05	2086.16		1889.2	1982.05	1572.7	1643.39	2010.93	2198.98	1664.95	1438.64	1666.03	1561.88	3543.07	2075.11		2102.48	1527.95	2142.85	2370.44	1519.5	2285.29	1938.88		1823.97	1653.35	1048.39	1575.31	1253.05	1582.22	1063.07	1305.1	1186.77		418.824	1186.29	1584.2		2090.27	1072.92	785.062	1460.39	1462.52	1401.13	1304.34	1274.38		1419.87	1233.13	1466.63	2327.72	1516.68	1753.66	1509.05	1619.94	1270.23	1032.38	1446.45	1056.94	1290.01	1149.06	1268.88	1659.47	1670.1	1373.48
AASDHPPT	1	1	364.897	838.774	2827.44		516.467		662.653	425.251	379.031			349.375	264.843	297.577		184.354	418.216		248.841		465.408		510.651	864.851	361.577					625.842		619.488	578.868					466.735					591.231		303.709	322.009									405.037	10438.6				689.047			1348.64		449.793	454.679						4544.14		428.61					432.677	
ABCD1	2	2		182.826		162.418															183.229																								365.581		377.894				658.872						586.791	282.564								399.648	315.987	486.194						435.001					423.878			353.92
ABCD3	2	2	413.645	232.797	236.974	315.913	621.396	322.257	173.835	264.317	309.527	245.468		376.518	910.343	339.538	253.846	178.433	248.101		70.838	122.058			115.888		202.093			156.368									306.289			190.665	487.823	342.672	219.915	193.842	346.856	153.235	222.965	233.045		325.529					150.767	578.669	407.842			224.351	270.665			279.852	211.372	333.53	337.72	237.092	275.222			150.036	247.854		400.053	362.934	186.037			258.287
ABCE1	7	7	813.745	520.293	725.144	705.82	697.73	992.814	612.47	600.736	504.145		486.059	741.185	625.943	668.144	733.715	635.726	758.475		595.227		723.607		1342.31	733.047	767.107		673.932	721.693		1200.56			1016.42			679.116				661.753	782.742	416.967	651.965	542.263		400.833		733.131							555.025	442.883		579.378			761.155	732.428	651.777	793.627	979.341	797.578	920.478	745.242	902.171	889.653	1015.42	772.998	961.418	904.951	846.302	915.119	752.722	759.904	882.458	630.443
ABCF1	6	6	553.113	447.455	689.769	432.995	499.355	612.516	471.143	480.184	593.097	632.297	434.041	514.615	873.518	334.572	695.986	301.496	777.569		445.772	371.535	491.056	424.919	405.176	391.484	784.644	499.364	417.909	334.779		541.971		378.606	365.131	237.991	438.925	462.162	456.128	291.801		729.091	432.418	283.328	551.691	474.657	486.758	523.521	476.287	445.685	334.939	410.329	522.334			361.424	308.201	490.623	469.03	335.827		495.311	367.616	287.45	624.585	217.945	426.117	359.288	550.537	403.559	444.589	217.335	285.848	412.45	496.776	380.253	486.471	304.46	271.2	262.17	405.581	315.308
ABCF2	2	2	1288.56	937.256		678.368			1476.81		468.683							1061.31			681.435													721.808																								336.484									321.849	1104.19					788.704									
ABCF3	1	1	321.463	278.774	442.576	291.982					320.144			536.625		410.276		210.822			219.671							437.52																			401.673			416.032								362.677					210.013		400.431		379.597		320.864					422.306								
ABHD10	4	4	175.754	178.486	120.417	248.413	632.061		233.754	336.963	342.599				399.37	309.523	601.828		261.9		252.735		216.022			627.368		325.554		286.669		731.665							283.034	251.272		238.639		143.437	385.91		305.422	374.699		186.936	591.431	368.571				499.556	287.871	375.461	354.916			427.011	522.343	382.666		492.13	382.338	612.216	344.142		336.456	414.863	441.236	282.512	344.579	431.761	611.126	179.516	468.565		279.919	416.216
ABHD12	3	3		83.4994		276.289			545.208		193.006	501.65			330.787						213.58																							297.814	314.667	401.767	643.386	351.925	279.705	553.113		598.591					526.761	425.925	368.462			795.559	418.879	216.03		429.547	608.836	582.231	488.939	454.074		352.249		370.923	490.708	572.315	441.536		273.789			330.972
ABHD14B	4	4	652.038	422.297	576.95	388.458	490.429	623.315	658.603	516.69	492.194	1169.88			649.597	599.373	645.124	284.191	509.571		383.638					396.895				656.476		488.62			671.502	698.239						471.427	684.783	972.838	548.343	831.305	681.65	1169.94	1397.76	1022.99	1001.79	1052.73	537.194				669.313	662.879	1063.41	547.183		1112.63	819.363	762.988		714.244	495.073	872.365	500.053	224.905	535.149		1239.87	835.783	1030.8	939.553	985.145		877.287			
ABHD16A	2	2		155.203		194.062					178.498				526.202			122.616								296.595																		202.708				263.865				550.069					604.368	449.22	655.848			426.268				310.303	300.137	756.523	373.809	255.194		261.718		493.72	207.301			472.935	427.722			242.432
ABI3	1	1																																																							1296.34	608.652					1737.69				839.009	2514.26	758.862	1047.43						1084.89		1370.57	1152.32			
ABLIM1	1	1	143.685	133.103	189.6	183.336	87.1493		178.423		96.5007					200.626	107.584	230.97	131.654																									84.0985																																						
ABR	3	3		405.639					683.746									462.042	588.491		560.051																																				678.043	484.062	618.118				589.637		698.208		650.273	981.954	494.729	507.755	782.239			525.392		599.256			798.441		445.574	498.462
ACAA1	5	5	976.394	578.118	801.793	433.876	635.012	422.868	362.42	414.624	638.552		403.587	409.57	1242.86	624.196	469.807	324.808	596.776		435.759	1019.52	591.429	672.952				672.788	490.324	547.912		638.357				478.134	622.397	312.335	401.968	421.829		506.537	925.269	953.24	895.661	684.984	651.226	1061.09	1101.92	1107.45	855.694	1006.49	897.397	1068.98	980.017	953.138	1291.72	1071.96	730.537	554.626	574.066	1265.41	1359.15	768.758	1089.53	1372.68	1123.07	2126.03	861.656	916.943	959.703	886.438	1181.63	1012.6	1294.89	1075.07	1435.38	873.458	1506.93	865.049	1080.39	1750.92
ACAA2	10	10	903.795	522.551	619.472	809.547		1087.11	645.517		672.57			1041.05	841.455	929.247	821.844		805.425		637.173	748.293	1128.1	1573.66	1241.51	1462.79	1564.08	1209.07	1152.07	883.043		930.938		1155.62		1169.67		1294.81	1070.1	1247.07		1128.4	1639.76	734.889	1193.76	1110.87	1508.52	1286.42	1297.07	1176.04	2067.98	1478.87	1064.19	1947.02	2141.51	1442.22	2300.93	1691.85	1179.66	1167.76	1348.54	2796.88	2284.02	2081.56	1391.86	3650.77	2083.63	2994.01	1946.53	1537.69	2319.95	1714.35	1729.54	2124.71	1545.04	2161.42	3141.67	1265.93	3334.34	1433.11	1436.34	4083.81
ACACA	1	1	421.578	227.683			12112.3		846.351		697.707			1069.33	8987.68						223.885		549		694.741	4336.44	910.434			1630.56		673.441		3114.25	2800.62	8343.25	615.498					781.97				11110.7			422.88								461.885	2046.53		4199.19							731.566															
ACAD9	4	4	437.032	454.741	675.205	509.856	587.61	669.327	746.145		508.467				631.049	586.656	470.261		899.555		537.21				1295.1	1132.65	1002.5		682.486	594.117		606.87		715.364		873.386						1046.14	770.065	469.084	894.903	917.63	785.794	685.845	942.404	733.988	1442.22			814.461		1392.36	621.994	797.428	879.701		891.023	871.958	673.115	797.807	986.433	813.407	640.954	671.845	661.651	735.352	751.67	512.554	1300.58	646.915	658.375	627.851	1000.52		599.266	819.734		617.302
ACADM	10	10	448.539	545.222	410.944	555.048	501.465	353.223	333.014				453.446	473.334	251.447	378.319	371.992		395.983				567.699	782.019	481.839	1106.58	1027.27	943.103	1216.16	829.274		1134.85		842.998	573.175	615.586	773.637	587.788	800.495	661.37		864.972	1430.44	627.967	2300.05	1370.44	1828.91	1405.4	1303.96	1719.4	2947.98	1187.95	1273.76	1746.62	1870.65	1831.55	2420.11	2153.69	1191.91	1946.77	1295.07	2146.46	3601.99	2937.59	1562.13	3340.55	2774.93	3767.17	2149.19	1622.41	2291.12	2055.97	2250.93	2003.74	1559.05	2680.71	4194.84	1073.74	3229.82	1845.79	1520.86	3170.12
ACADVL	13	13	1879.51	953.503	1951.93	1231.18	1730.38	1749.86	1017.7	1924.94	1432.75	3162.48	1352.46	1013.54	2567.63	1474.85	1628.58	612.425	1732.37	1342.24	1002.31	1411.42	2495.96	1896.48	1769.22	3071.9	2614.51	2761.66	1996.39	1690.78	2432.51	1649.54	2189.92	2264.9	1792.1	2615.95	1945.18	2261.92	2133.6	1991.26		1800.77	2336.53	2830.09	2608.47	2336.22	2002.79	1981.04	2898.64	1665.92	3397.63	2585.55	2359.55	1822.86	2861.74	2225.39	3842.76	2716.42	2481.52	1280.93	1509.45	2139.86	2239.57	2206.43	2257.23	2686.33	1762.1	2573.77	2668.05	1886.29	2734.27	2342.86	2934.82	2562.69	2321.94	2172.64	3709.39	1817.29	2467.44	2381.05	1528.88	2367.4
ACAT1	7	7	1623.98	864.797	1076.38	1222.73	1153.02	1073.37	1126.5	433.579	1024.75		874.919	593.194	1659.35	1058.95	846.931	632.044	1366.58		1200.14	1114.44	2492.77	2065.14	1994.24	2111.2	3224.64	2910.55	2333.57	3341.45	2041.78	2366.15		2000.98	1686.04	1523.69	1642.34	2274.79	1921.44	2636.06		2532.66	1959.08	1540.34	2147.18	2442.66	1842.26	2528.62	1473.21	2920.93	2633.7	1905.33	2585.72	2476.74	2165.53	2229.02	2384.73	2981.83	2540.9	2619.75	1775.04	3547.97	3272.25	2307.07	1833.7	4174.62	3632.7	3068.1	2470.21	1969.84	2427.32	2058.08	3657.61	1757.35	2862.37	2092.4	2783.76	1222.71	2239.72	1686.67	2189.07	3843.09
ACAT2	8	8	3445.2	807.738	1908.28	1017.49	1765.88	2623.05	1410.46	4367.24	1815.23	2128.67	2930.46	3620.24	2362.69	2605.54	1900.02	1834	1593.23		3020.96	1111.1	5014.68	3808.96	3336.36	3142	3792.02	2587.36	5425.63	5472.72	4472.47	4596.66		5131.6	3062.64	5300.14	5350.95	2622.85	3789.86	6058.26		3962.35	4102.01	1824.83	2786.76	3283.11	2968.36	1585.17	1859.89	3056.71	3060.64	2783.16	4381.81	3073.34	1703.64	2596.96	2668.26	1699.41	2805.95	3421.94	3046.91	1514.05	883.107	1041.29	1267.16	1231.98	837.11	975.062	1470.45	808.139	958.535	856.478	1493.52	894.098	1183.7	1169.94	1190.08	1100.74	1191.52	927.062	1167.45	2120.46
ACBD3	3	3	446.272	623.487	349.79	464.239	333.27	336.746	764.545	471.995	840.529	442.956	438.303	155.645	496.104	399.608	426.891	436.463	325.967		334.864	356.526	271.527			376.45	288.883			248.098		330.704						453.876	290.823				179.704	334.469			286.603	129.224		300.922		146.085					304.07	176.069					168.447	374.898	241.321	258.509	170.512	281.253	272.936	220.876				241.653	219.613	231.229	221.205	201.668	181.484			368.661
ACLY	18	18	2966.23	2156.78	1577.24	2303.78	2004.24	1830.22	2046.22	2134.09	2158.64	1883.28	1394.19	2094.42	2935.49	2277.52	2392.77	2425.76	1801.72		1787.55	1794.39	2880.85	2382.09	2928.76	2570.37	2751.82	2258.45	2649.66	3177.52	1914.84	3685.67		2128	2749.85	2861.87	2102.97	1626.02	2912.76	2746.86		2741.55	1898.2	1169.41	1550.86	1914.89	1734.29	1800.08	1109.29	1720.71	1309.19	1667.12	2744.53	1934.31	1616.07	1597.11	1797.43	1013.12	2028.07	2033.88	948.743	1387.45	1493.53	816.767	1606.84	1580.63	1540	1376.73	1587.98	1619.31	1309.95	1308.65	2225.7	1416.57	1546.61	1564.13	1144.47	1538.21	1372.15	1213.63	1577.41	1305.77
ACO1	2	2		150.713		111.898	217.103				115.574				236.347						351.12							126.714				102.451												106.84	170.726	276.181		319.405				246.149					271.386			415.807		221.828		233.864		336.496	286.173	434.332	120.967		320.56			206.574					232.913			462.526
ACO2	13	13	980.363	740.446	715.83	706.256	597.26	895.903	832.582		784.571		770.036	746.79	1085.45	830.48	813.384		1025.99		652.773	919.533	1079.96	1366.39	813.154	1056.4	1342.65	695.933	947.462	940.529		1156.53		869.945		1211.33	713.826	1157.34	1004.09	1467.4		1079.7	1240.84	1133.69	1191.44	1382.29	1222.26	942.007	1029.24	1374.43	1551.25	1271.21	991.63	1230.95	1825.8	1409.72	1740.64	1570.91	1389.68	1391.06	965.764	1195.86	1934.7	1719.38	1376.27	2818.88	1969.16	2572.14	1918.57	1755.85	1634.68	1604.83	1378.34	1487.55	1836.52	1910.24	1816.95	1084.47	1748.55	1208.71	1302.81	2331.52
ACOT11	1	1																																																								471.865									165.262															
ACOT13	3	3	957.153	1044.78	599.43	841.999	741.915	529.555	805.649	937.607	1654.22	1115.35	504.877	554.032	1231.09	644.179	702.757	504.041	743.355		825.99	590.338		730.647	662.318	1260.17	888.432	892.097	892.294	551.958		688.419		902.803	498.021	896.6		631.933				787.909		449.938	680.184	690.207	816.356	732.939	934.574	508.542	839.121	954.036	695.313				663.148	704.484	484.439	712.734	533.515	990.529	661.539		378.235	976.898	587.912	1084.24	467.345	520.246	1070.68	686.931	839.155	769.84	483.977	983.294	938.414	518.488	787.457	682.693	520.108	984.888
ACOT7	1	1	447.737	215.935							330.782				566.265											746.634				606.727		317.374																																			223.813															
ACOT9	4	4	669.269	445.139	590.643	514.404	452.086	536.867	432.236	312.718	645.774		455.664	359.905	724.749	552.613	567.016	179.011	576.624		504.931	655	450.224	557.187	351.186	704.658	614.286		547.975	517.784		566.615			547.183	673.683		455.729					344.143	352.109		477.889	351.83	613.446		386.431			278.773				560.916	472.216		481.501		596.85	421.078		436.82	515.967	490.173	549.305	492.332	259.579	376.664	342.863	484.869	398.486	427.728	637.684		267.677	355.76			603.357
